UserID,InvoiceNo,TotalPayment,InvoiceDate
212513,10057,306.1557,01-05-2020
210201,10058,255.1257,01-05-2020
207524,10059,221.1057,01-05-2020
187100,10060,518.6106,01-05-2020
212284,10061,426.2463,01-05-2020
212521,10062,340.1757,01-05-2020
187193,10063,315.657,01-05-2020
212381,10064,84.8799,01-05-2020
35083,10065,473.607,01-05-2020
206769,10066,250.2657,01-05-2020
166236,10067,1207.6614,01-05-2020
212512,10068,114.0399,01-05-2020
212496,10069,1071.2655,01-05-2020
212508,10070,335.3157,01-05-2020
212509,10071,284.1399,01-05-2020
212480,10072,735.8526,01-05-2020
212352,10073,631.314,01-05-2020
212495,10074,339.6897,01-05-2020
212490,10075,118.7298,01-05-2020
212486,10076,181.9098,01-05-2020
212484,10077,327.807,01-05-2020
212477,10078,473.607,01-05-2020
212479,10079,170.0757,01-05-2020
212478,10080,573.4557,01-05-2020
215490,10081,458.2494,01-05-2020
212465,10082,267.2757,01-05-2020
243306,10083,33.8499,01-05-2020
212465,10084,267.2757,01-05-2020
163384,10085,782.4357,01-05-2020
212465,10086,267.2757,01-05-2020
177375,10087,263.4849,01-05-2020
153338,10088,692.5257,01-05-2020
212459,10089,692.3799,01-05-2020
212445,10090,748.4157,01-05-2020
212444,10091,339.5196,01-05-2020
212446,10092,79.8498,01-05-2020
-979,10093,612.3114,01-05-2020
141381,10094,306.1557,01-05-2020
212125,10095,67.6998,01-05-2020
214361,10096,1202.5098,01-05-2020
212442,10097,473.607,01-05-2020
197518,10098,352.3257,01-05-2020
212422,10099,505.2456,01-05-2020
212420,10100,169.7598,01-05-2020
210276,10101,84.8799,01-05-2020
212246,10102,204.0957,01-05-2020
219635,10103,473.607,01-05-2020
212155,10104,383.5269,01-05-2020
212416,10105,315.657,01-05-2020
119872,10106,203.9499,01-05-2020
212817,10107,884.4957,01-05-2020
212409,10108,97.0299,01-05-2020
212407,10109,454.3857,01-05-2020
212408,10110,267.2757,01-05-2020
-4245,10111,340.1757,01-05-2020
197033,10112,799.4457,01-05-2020
212400,10113,336.6279,01-05-2020
212394,10114,454.3857,01-05-2020
183454,10115,442.2357,01-05-2020
208936,10116,216.2457,01-05-2020
212395,10117,315.657,01-05-2020
212396,10118,352.3257,01-05-2020
212391,10119,436.671,01-05-2020
161919,10120,338.2074,01-05-2020
218831,10121,352.3257,01-05-2020
212324,10122,84.8799,01-05-2020
212385,10123,339.5196,01-05-2020
212383,10124,306.0099,01-05-2020
161915,10125,816.3099,01-05-2020
212380,10126,391.2057,01-05-2020
196587,10127,255.1257,01-05-2020
172222,10128,306.1557,01-05-2020
212375,10129,181.9098,01-05-2020
212372,10130,318.3057,01-05-2020
212363,10131,315.657,01-05-2020
158005,10132,374.0499,01-05-2020
212359,10133,697.3857,01-05-2020
196369,10134,560.9655,01-05-2020
212346,10135,263.4849,01-05-2020
212338,10136,135.5697,01-05-2020
212342,10137,315.657,01-05-2020
178702,10138,977.346,01-05-2020
212345,10139,84.8799,01-05-2020
212347,10140,391.0599,01-05-2020
211566,10141,170.0757,01-05-2020
212332,10142,284.1399,01-05-2020
212121,10143,263.4849,01-05-2020
221176,10144,136.0557,01-05-2020
212328,10145,288.4896,01-05-2020
212317,10146,485.757,01-05-2020
212318,10147,420.2199,01-05-2020
212322,10148,315.657,01-05-2020
112426,10149,221.1057,01-05-2020
212676,10150,1100.547,01-05-2020
212312,10151,697.3857,01-05-2020
215217,10152,306.1557,01-05-2020
212302,10153,1020.4056,01-05-2020
161915,10154,442.2357,01-05-2020
212299,10155,169.7598,01-05-2020
212296,10156,204.0957,01-05-2020
212295,10157,522.4257,01-05-2020
212294,10158,2172.0312,01-05-2020
208879,10159,266.9598,01-05-2020
212291,10160,306.1557,01-05-2020
212285,10161,663.3414,01-05-2020
209975,10162,425.0799,01-05-2020
166943,10163,765.2799,01-05-2020
212266,10164,255.0528,01-05-2020
212274,10165,315.657,01-05-2020
212271,10166,84.8799,01-05-2020
212270,10167,164.7297,01-05-2020
43392,10168,639.8919,01-05-2020
212253,10169,152.8956,01-05-2020
212267,10170,315.657,01-05-2020
210049,10171,510.2757,01-05-2020
212258,10172,263.4849,01-05-2020
215149,10173,59.3649,01-05-2020
212244,10174,1100.7414,01-05-2020
153160,10175,947.5299,01-05-2020
212242,10176,352.3257,01-05-2020
212230,10177,59.3649,01-05-2020
215149,10178,391.2057,01-05-2020
212237,10179,473.607,01-05-2020
179040,10180,263.4849,01-05-2020
212234,10181,238.1157,01-05-2020
84391,10182,2142.5796,01-05-2020
212228,10183,250.2657,01-05-2020
212221,10184,135.7398,01-05-2020
212224,10185,97.0299,01-05-2020
212152,10186,391.0599,01-05-2020
211538,10187,84.8799,01-05-2020
103365,10188,300.1293,01-05-2020
15382,10189,612.3357,01-05-2020
212218,10190,340.0299,01-05-2020
207951,10191,374.1957,01-05-2020
147381,10192,267.2757,01-05-2020
146672,10193,425.0556,01-05-2020
212209,10194,595.3257,01-05-2020
206882,10195,408.2157,01-05-2020
212016,10196,84.8799,01-05-2020
212207,10197,476.1099,01-05-2020
212206,10198,369.3114,01-05-2020
184538,10199,216.2457,01-05-2020
212204,10200,182.2257,01-05-2020
212202,10201,425.2257,01-05-2020
212199,10202,510.2757,01-05-2020
165910,10203,794.4156,01-05-2020
212182,10204,513.2646,01-05-2020
209402,10205,408.2157,01-05-2020
212191,10206,391.0599,01-05-2020
212189,10207,306.1557,01-05-2020
165400,10208,340.0299,01-05-2020
212187,10209,33.8499,01-05-2020
189370,10210,204.0957,01-05-2020
238545,10211,454.3857,01-05-2020
212174,10212,425.0799,01-05-2020
212173,10213,33.8499,01-05-2020
212170,10214,306.1557,01-05-2020
212169,10215,352.3257,01-05-2020
56270,10216,238.1157,01-05-2020
167933,10217,560.9655,01-05-2020
212167,10218,84.8799,01-05-2020
212165,10219,526.9698,01-05-2020
212160,10220,442.2357,01-05-2020
212136,10221,510.1299,01-05-2020
204340,10222,170.0757,01-05-2020
211574,10223,488.2599,01-05-2020
156558,10224,459.2457,01-05-2020
21475,10225,123.93,01-05-2020
212147,10226,454.2399,01-05-2020
212149,10227,181.9098,01-05-2020
212137,10228,241.5177,01-05-2020
212140,10229,237.6297,01-05-2020
212138,10230,237.1437,01-05-2020
173858,10231,918.4914,01-05-2020
212134,10232,169.7598,01-05-2020
165400,10233,510.2757,01-05-2020
212126,10234,352.1799,01-05-2020
212123,10235,315.657,01-05-2020
212122,10236,169.5897,01-05-2020
212120,10237,352.3257,01-05-2020
212116,10238,425.0799,01-05-2020
212112,10239,425.0799,01-05-2020
212111,10240,485.757,01-05-2020
212107,10241,237.9699,01-05-2020
4262,10242,67.6998,01-05-2020
166236,10243,510.1056,01-05-2020
212708,10244,50.8599,01-05-2020
212101,10245,327.807,01-05-2020
212100,10246,743.5557,01-05-2020
212099,10247,303.507,01-05-2020
172822,10248,1391.9526,01-05-2020
212074,10249,522.4257,01-05-2020
212092,10250,930.4713,01-05-2020
212088,10251,254.6397,01-05-2020
212070,10252,233.2557,01-05-2020
212087,10253,315.657,01-05-2020
212085,10254,352.3257,01-05-2020
212059,10255,154.0377,01-05-2020
239009,10256,352.3257,01-05-2020
179250,10257,595.1799,01-05-2020
212071,10258,765.2556,01-05-2020
212069,10259,33.8499,01-05-2020
227244,10260,315.657,01-05-2020
213075,10261,267.2757,01-05-2020
212066,10262,352.3257,01-05-2020
212058,10263,403.2099,01-05-2020
212031,10264,400.5369,01-05-2020
212060,10265,291.357,01-05-2020
212057,10266,442.2357,01-05-2020
212057,10267,522.4257,01-05-2020
211438,10268,237.6297,30-04-2020
212037,10269,301.2957,30-04-2020
212051,10270,646.3557,30-04-2020
212045,10271,135.7398,30-04-2020
180938,10272,306.1557,30-04-2020
153767,10273,607.3299,30-04-2020
212034,10274,425.2257,30-04-2020
212035,10275,79.8498,30-04-2020
212032,10276,306.1557,30-04-2020
205872,10277,84.8799,30-04-2020
212028,10278,391.2057,30-04-2020
212024,10279,315.657,30-04-2020
185416,10280,340.0299,30-04-2020
212023,10281,144.2448,30-04-2020
212013,10282,322.5096,30-04-2020
212020,10283,289.1457,30-04-2020
212017,10284,327.807,30-04-2020
211869,10285,306.1557,30-04-2020
211869,10286,306.1557,30-04-2020
212011,10287,590.4657,30-04-2020
185198,10288,318.3057,30-04-2020
211991,10289,263.4849,30-04-2020
212005,10290,67.6998,30-04-2020
212001,10291,267.2757,30-04-2020
212002,10292,318.3057,30-04-2020
210460,10293,118.7298,30-04-2020
211998,10294,340.1757,30-04-2020
175892,10295,340.1757,30-04-2020
211997,10296,101.7198,30-04-2020
-7355,10297,340.1757,30-04-2020
211992,10298,828.4599,30-04-2020
211989,10299,340.1757,30-04-2020
207480,10300,216.2457,30-04-2020
211977,10301,765.2799,30-04-2020
209180,10302,1032.5313,30-04-2020
211975,10303,79.8498,30-04-2020
211972,10304,263.4849,30-04-2020
211902,10305,442.2357,30-04-2020
211971,10306,335.3157,30-04-2020
211968,10307,315.657,30-04-2020
211960,10308,263.4849,30-04-2020
211962,10309,149.3235,30-04-2020
211847,10310,867.1455,30-04-2020
205640,10311,935.0154,30-04-2020
211961,10312,352.0827,30-04-2020
206415,10313,216.2457,30-04-2020
211955,10314,211.9446,30-04-2020
211954,10315,454.3857,30-04-2020
194709,10316,169.9299,30-04-2020
28294,10317,169.7598,30-04-2020
211953,10318,170.0757,30-04-2020
175111,10319,33.8499,30-04-2020
211948,10320,680.2299,30-04-2020
211945,10321,714.3957,30-04-2020
190554,10322,216.2457,30-04-2020
211941,10323,607.3299,30-04-2020
186832,10324,488.4057,30-04-2020
211936,10325,352.3257,30-04-2020
101477,10326,101.5497,30-04-2020
175111,10327,67.6998,30-04-2020
211933,10328,680.2299,30-04-2020
208879,10329,505.2456,30-04-2020
186268,10330,301.2957,30-04-2020
210147,10331,646.3557,30-04-2020
67817,10332,476.1099,30-04-2020
211817,10333,590.3199,30-04-2020
211864,10334,136.0557,30-04-2020
211919,10335,492.9255,30-04-2020
211920,10336,263.4849,30-04-2020
185416,10337,646.3314,30-04-2020
211898,10338,289.1457,30-04-2020
211911,10339,267.1299,30-04-2020
211905,10340,340.0299,30-04-2020
211904,10341,306.0099,30-04-2020
211901,10342,510.2757,30-04-2020
211900,10343,291.114,30-04-2020
-14704,10344,216.2457,30-04-2020
205259,10345,204.0957,30-04-2020
204443,10346,306.1557,30-04-2020
211892,10347,301.1256,30-04-2020
149101,10348,335.1699,30-04-2020
166668,10349,473.607,30-04-2020
211883,10350,216.2457,30-04-2020
211889,10351,263.4849,30-04-2020
211887,10352,169.9299,30-04-2020
208445,10353,454.3857,30-04-2020
211885,10354,306.1557,30-04-2020
211879,10355,510.1056,30-04-2020
211872,10356,169.7598,30-04-2020
210147,10357,340.1757,30-04-2020
209297,10358,386.1999,30-04-2020
211881,10359,340.1757,30-04-2020
208594,10360,646.2099,30-04-2020
209166,10361,352.3257,30-04-2020
211873,10362,315.657,30-04-2020
211785,10363,254.9556,30-04-2020
211876,10364,233.2557,30-04-2020
211875,10365,376.407,30-04-2020
211874,10366,233.2557,30-04-2020
211871,10367,97.0299,30-04-2020
211870,10368,391.2057,30-04-2020
211863,10369,306.1557,30-04-2020
211855,10370,84.8799,30-04-2020
155377,10371,442.0656,30-04-2020
208971,10372,301.2957,30-04-2020
211859,10373,340.1757,30-04-2020
211860,10374,263.4849,30-04-2020
211856,10375,548.9127,30-04-2020
211828,10376,263.4849,30-04-2020
131850,10377,862.2855,30-04-2020
211852,10378,454.3857,30-04-2020
211846,10379,816.3099,30-04-2020
211850,10380,340.1757,30-04-2020
208847,10381,33.8499,30-04-2020
211848,10382,315.657,30-04-2020
211843,10383,255.1257,30-04-2020
42573,10384,84.8799,30-04-2020
211840,10385,267.2757,30-04-2020
207493,10386,641.3256,30-04-2020
211787,10387,454.3857,30-04-2020
188746,10388,84.8799,30-04-2020
150573,10389,488.2599,30-04-2020
211710,10390,263.4849,30-04-2020
211835,10391,169.9299,30-04-2020
211834,10392,67.8699,30-04-2020
211832,10393,425.0799,30-04-2020
211824,10394,301.2957,30-04-2020
211825,10395,1321.8714,30-04-2020
211629,10396,522.4257,30-04-2020
211823,10397,315.657,30-04-2020
211820,10398,473.607,30-04-2020
47138,10399,237.9699,30-04-2020
211814,10400,33.8499,30-04-2020
197518,10401,352.3257,30-04-2020
211812,10402,442.2357,30-04-2020
211809,10403,884.4957,30-04-2020
211811,10404,289.1457,30-04-2020
211779,10405,340.0299,30-04-2020
211806,10406,335.3157,30-04-2020
211805,10407,952.3656,30-04-2020
211803,10408,408.2157,30-04-2020
211802,10409,442.2357,30-04-2020
211801,10410,578.1456,30-04-2020
211621,10411,242.757,30-04-2020
211797,10412,67.8699,30-04-2020
175111,10413,67.6998,30-04-2020
44230,10414,403.1856,30-04-2020
184755,10415,615.8106,30-04-2020
211792,10416,340.1757,30-04-2020
211790,10417,275.6349,30-04-2020
211786,10418,454.3857,30-04-2020
208435,10419,714.2256,30-04-2020
211784,10420,267.2757,30-04-2020
211783,10421,84.8799,30-04-2020
211775,10422,334.4895,30-04-2020
211769,10423,91.5381,30-04-2020
211763,10424,80.0199,30-04-2020
211759,10425,510.2757,30-04-2020
211755,10426,765.2799,30-04-2020
181295,10427,204.0957,30-04-2020
211742,10428,403.3557,30-04-2020
211748,10429,615.8106,30-04-2020
156679,10430,335.3157,30-04-2020
150573,10431,794.4156,30-04-2020
211744,10432,339.5196,30-04-2020
211745,10433,164.8998,30-04-2020
211734,10434,33.8499,30-04-2020
211650,10435,816.3099,30-04-2020
211741,10436,510.2757,30-04-2020
211738,10437,33.8499,30-04-2020
211716,10438,327.807,30-04-2020
211735,10439,1071.5814,30-04-2020
211739,10440,879.2226,30-04-2020
196509,10441,335.3157,30-04-2020
211727,10442,114.0399,30-04-2020
211737,10443,476.2557,30-04-2020
211704,10444,1071.2169,30-04-2020
211733,10445,306.1557,30-04-2020
211730,10446,510.2757,30-04-2020
211727,10447,215.9298,30-04-2020
211726,10448,152.7498,30-04-2020
211723,10449,2026.3284,30-04-2020
169054,10450,242.757,30-04-2020
211719,10451,607.3299,30-04-2020
177772,10452,340.1757,30-04-2020
211714,10453,170.0757,30-04-2020
158987,10454,254.9799,30-04-2020
211542,10455,306.1557,30-04-2020
195169,10456,704.214,30-04-2020
205006,10457,352.3257,30-04-2020
211703,10458,186.9156,30-04-2020
211713,10459,182.2257,30-04-2020
211710,10460,510.2757,30-04-2020
211474,10461,348.5106,30-04-2020
166236,10462,867.1455,29-04-2020
211706,10463,289.1457,29-04-2020
209404,10464,318.3057,29-04-2020
211702,10465,113.6997,29-04-2020
211699,10466,288.9999,29-04-2020
211701,10467,306.1557,29-04-2020
205587,10468,408.2157,29-04-2020
210749,10469,442.2357,29-04-2020
211587,10470,365.3748,29-04-2020
206806,10471,30.4722,29-04-2020
143026,10472,79.8498,29-04-2020
211592,10473,291.357,29-04-2020
211692,10474,255.1257,29-04-2020
211693,10475,340.1757,29-04-2020
211690,10476,352.3257,29-04-2020
211691,10477,101.5497,29-04-2020
211689,10478,607.3299,29-04-2020
211688,10479,33.8499,29-04-2020
211687,10480,315.657,29-04-2020
152243,10481,680.2299,29-04-2020
211686,10482,182.2257,29-04-2020
211639,10483,33.8499,29-04-2020
211656,10484,315.657,29-04-2020
211679,10485,263.4849,29-04-2020
211681,10486,33.8499,29-04-2020
114125,10487,442.2357,29-04-2020
211661,10488,33.8499,29-04-2020
211049,10489,442.2357,29-04-2020
211639,10490,33.8499,29-04-2020
211668,10491,93.2148,29-04-2020
211656,10492,291.357,29-04-2020
211669,10493,170.0757,29-04-2020
211666,10494,244.9197,29-04-2020
198741,10495,597.5127,29-04-2020
211664,10496,442.2357,29-04-2020
211662,10497,376.407,29-04-2020
211663,10498,386.3457,29-04-2020
211652,10499,595.1799,29-04-2020
211174,10500,263.4849,29-04-2020
211356,10501,3459.2751,29-04-2020
211654,10502,340.0299,29-04-2020
211648,10503,306.1557,29-04-2020
210552,10504,84.8799,29-04-2020
211637,10505,101.5497,29-04-2020
198922,10506,357.0156,29-04-2020
211647,10507,476.1099,29-04-2020
153222,10508,254.9799,29-04-2020
211628,10509,425.2257,29-04-2020
211644,10510,425.2257,29-04-2020
211488,10511,315.657,29-04-2020
211638,10512,425.2257,29-04-2020
211630,10513,263.4849,29-04-2020
211634,10514,271.9899,29-04-2020
211632,10515,67.6998,29-04-2020
210768,10516,964.6614,29-04-2020
211615,10517,340.1757,29-04-2020
211611,10518,391.2057,29-04-2020
187815,10519,1764.1071,29-04-2020
211623,10520,275.6349,29-04-2020
211619,10521,250.1199,29-04-2020
211353,10522,263.4849,29-04-2020
211614,10523,420.3657,29-04-2020
152103,10524,425.2257,29-04-2020
197385,10525,374.0256,29-04-2020
140079,10526,263.4849,29-04-2020
211607,10527,383.3568,29-04-2020
43485,10528,340.1757,29-04-2020
210450,10529,204.0957,29-04-2020
211605,10530,306.1557,29-04-2020
211477,10531,118.7298,29-04-2020
211594,10532,250.2657,29-04-2020
211603,10533,403.3557,29-04-2020
211553,10534,1236.3111,29-04-2020
208441,10535,374.1957,29-04-2020
211583,10536,255.1257,29-04-2020
211399,10537,597.7314,29-04-2020
211601,10538,1253.5398,29-04-2020
211600,10539,283.6296,29-04-2020
209335,10540,300.8097,29-04-2020
145255,10541,682.5384,29-04-2020
178779,10542,782.4357,29-04-2020
211590,10543,59.3649,29-04-2020
204670,10544,233.2557,29-04-2020
211531,10545,726.3756,29-04-2020
211588,10546,631.314,29-04-2020
166927,10547,1530.8028,29-04-2020
198713,10548,203.0994,29-04-2020
211579,10549,2110.6251,29-04-2020
211550,10550,509.9355,29-04-2020
211576,10551,263.4849,29-04-2020
-10604,10552,680.0355,29-04-2020
205366,10553,170.0757,29-04-2020
211575,10554,71.5149,29-04-2020
211552,10555,263.4849,29-04-2020
211573,10556,301.1499,29-04-2020
210792,10557,473.607,29-04-2020
211569,10558,204.0957,29-04-2020
211570,10559,357.0156,29-04-2020
211131,10560,323.1657,29-04-2020
186242,10561,255.1257,29-04-2020
211559,10562,352.3257,29-04-2020
205351,10563,255.1257,29-04-2020
211563,10564,255.1257,29-04-2020
211354,10565,510.2757,29-04-2020
211562,10566,765.2556,29-04-2020
206469,10567,216.2457,29-04-2020
211556,10568,136.0557,29-04-2020
146333,10569,169.7598,29-04-2020
210961,10570,437.3757,29-04-2020
179630,10571,242.757,29-04-2020
211551,10572,263.4849,29-04-2020
211549,10573,263.4849,29-04-2020
211546,10574,59.3649,29-04-2020
211547,10575,289.1457,29-04-2020
211544,10576,680.2299,29-04-2020
211543,10577,340.1757,29-04-2020
211540,10578,101.5497,29-04-2020
71008,10579,323.1657,29-04-2020
172412,10580,1117.4598,29-04-2020
211535,10581,595.1556,29-04-2020
211537,10582,1063.9026,29-04-2020
211536,10583,493.1199,29-04-2020
211530,10584,204.0957,29-04-2020
207384,10585,250.1199,29-04-2020
211528,10586,544.1499,29-04-2020
208936,10587,386.1999,29-04-2020
211433,10588,352.3257,29-04-2020
211524,10589,263.4849,29-04-2020
211523,10590,67.6998,29-04-2020
147794,10591,459.2457,29-04-2020
211515,10592,714.2499,29-04-2020
211512,10593,981.3798,29-04-2020
211357,10594,437.3757,29-04-2020
211364,10595,135.3996,29-04-2020
145630,10596,267.2757,29-04-2020
-14406,10597,216.2457,29-04-2020
211509,10598,204.0957,29-04-2020
159571,10599,263.4849,29-04-2020
211507,10600,510.2757,29-04-2020
211504,10601,595.3257,29-04-2020
210252,10602,250.2657,29-04-2020
211502,10603,263.4849,29-04-2020
211499,10604,339.5196,29-04-2020
211498,10605,352.3257,29-04-2020
211495,10606,403.3557,29-04-2020
211494,10607,688.5648,29-04-2020
211492,10608,374.1957,29-04-2020
211489,10609,315.657,29-04-2020
208361,10610,306.1557,29-04-2020
-3647,10611,828.6057,29-04-2020
211485,10612,97.0299,29-04-2020
211482,10613,306.1557,29-04-2020
176216,10614,544.2957,29-04-2020
197040,10615,203.9499,29-04-2020
211474,10616,221.1057,29-04-2020
194221,10617,505.0998,29-04-2020
211472,10618,255.1257,29-04-2020
211465,10619,204.0957,29-04-2020
211471,10620,237.6297,29-04-2020
211463,10621,629.1999,29-04-2020
211464,10622,275.6349,29-04-2020
211458,10623,3362.6583,29-04-2020
211455,10624,454.3857,29-04-2020
211449,10625,538.2693,29-04-2020
197244,10626,71.5149,29-04-2020
201435,10627,685.2843,29-04-2020
211446,10628,611.8497,29-04-2020
158334,10629,1491.777,29-04-2020
211429,10630,918.1755,29-04-2020
211338,10631,485.7327,29-04-2020
211439,10632,67.6998,29-04-2020
211431,10633,101.5497,29-04-2020
51868,10634,799.3971,29-04-2020
210999,10635,67.6998,29-04-2020
17813,10636,323.1657,29-04-2020
211430,10637,624.4857,29-04-2020
211428,10638,204.0957,29-04-2020
205938,10639,67.6998,29-04-2020
211425,10640,340.0299,29-04-2020
205387,10641,68.0157,29-04-2020
8350,10642,952.5114,29-04-2020
211424,10643,267.2757,29-04-2020
211353,10644,263.4849,29-04-2020
211423,10645,254.4696,29-04-2020
211405,10646,67.8699,29-04-2020
211418,10647,169.7598,29-04-2020
211420,10648,220.9599,29-04-2020
211416,10649,145.557,29-04-2020
211415,10650,352.3257,29-04-2020
211383,10651,379.1772,29-04-2020
211414,10652,631.314,29-04-2020
211027,10653,173.0646,29-04-2020
210160,10654,522.4257,29-04-2020
211407,10655,790.4547,29-04-2020
211402,10656,458.9055,29-04-2020
211399,10657,391.2057,29-04-2020
211406,10658,1083.4398,29-04-2020
211397,10659,454.3857,29-04-2020
210978,10660,522.1098,29-04-2020
210747,10661,170.0757,29-04-2020
211396,10662,315.657,28-04-2020
143759,10663,442.2357,28-04-2020
160602,10664,454.2156,28-04-2020
196212,10665,263.4606,28-04-2020
211393,10666,391.2057,28-04-2020
211365,10667,473.607,28-04-2020
211388,10668,249.7797,28-04-2020
182143,10669,570.3939,28-04-2020
211385,10670,680.3757,28-04-2020
211381,10671,322.9956,28-04-2020
211373,10672,263.4849,28-04-2020
211379,10673,33.8499,28-04-2020
208594,10674,204.0957,28-04-2020
64605,10675,612.3357,28-04-2020
211372,10676,331.1847,28-04-2020
211370,10677,315.657,28-04-2020
211369,10678,220.6197,28-04-2020
211367,10679,442.2357,28-04-2020
210878,10680,408.2157,28-04-2020
211362,10681,101.5497,28-04-2020
211290,10682,374.1957,28-04-2020
211360,10683,152.7498,28-04-2020
211337,10684,558.8757,28-04-2020
211359,10685,306.1557,28-04-2020
183907,10686,263.4849,28-04-2020
211341,10687,152.7498,28-04-2020
210920,10688,340.1757,28-04-2020
211358,10689,275.6349,28-04-2020
-12321,10690,692.2098,28-04-2020
211324,10691,315.657,28-04-2020
211348,10692,84.7098,28-04-2020
210702,10693,442.2357,28-04-2020
191079,10694,306.1557,28-04-2020
19484,10695,352.3257,28-04-2020
209468,10696,403.3557,28-04-2020
211207,10697,80.0199,28-04-2020
208578,10698,340.1757,28-04-2020
211334,10699,374.1957,28-04-2020
203601,10700,352.3257,28-04-2020
211329,10701,306.1557,28-04-2020
211331,10702,794.5857,28-04-2020
211330,10703,315.657,28-04-2020
211207,10704,454.3857,28-04-2020
211324,10705,315.657,28-04-2020
211321,10706,59.3649,28-04-2020
210160,10707,403.3557,28-04-2020
211320,10708,221.1057,28-04-2020
211316,10709,374.1957,28-04-2020
211315,10710,3598.4898,28-04-2020
211313,10711,263.4849,28-04-2020
211312,10712,266.7897,28-04-2020
160928,10713,1098.0927,28-04-2020
211261,10714,263.4849,28-04-2020
211261,10715,315.657,28-04-2020
211311,10716,67.6998,28-04-2020
211309,10717,811.2798,28-04-2020
211308,10718,170.0757,28-04-2020
211307,10719,101.5497,28-04-2020
199391,10720,368.6796,28-04-2020
211304,10721,743.5557,28-04-2020
187830,10722,488.2356,28-04-2020
211303,10723,291.5757,28-04-2020
133380,10724,1037.4156,28-04-2020
211296,10725,425.2257,28-04-2020
211294,10726,145.557,28-04-2020
211292,10727,643.464,28-04-2020
211293,10728,391.2057,28-04-2020
211286,10729,254.907,28-04-2020
211288,10730,408.0699,28-04-2020
211102,10731,454.3857,28-04-2020
211107,10732,59.3649,28-04-2020
211285,10733,1578.285,28-04-2020
211284,10734,169.7598,28-04-2020
189752,10735,238.1157,28-04-2020
211281,10736,454.3857,28-04-2020
-5646,10737,84.8799,28-04-2020
211280,10738,203.9499,28-04-2020
209689,10739,446.8527,28-04-2020
211277,10740,315.657,28-04-2020
211276,10741,340.1757,28-04-2020
192307,10742,485.757,28-04-2020
211264,10743,228.6144,28-04-2020
211231,10744,154.7667,28-04-2020
208252,10745,181.9098,28-04-2020
211274,10746,526.9698,28-04-2020
207649,10747,374.0256,28-04-2020
211269,10748,945.1971,28-04-2020
181377,10749,97.0299,28-04-2020
197635,10750,118.7298,28-04-2020
211222,10751,1122.5871,28-04-2020
132365,10752,425.0799,28-04-2020
150605,10753,216.2457,28-04-2020
211265,10754,182.2257,28-04-2020
69027,10755,357.0156,28-04-2020
208810,10756,391.2057,28-04-2020
151705,10757,335.3157,28-04-2020
211243,10758,315.657,28-04-2020
184319,10759,263.4849,28-04-2020
191205,10760,1734.8985,28-04-2020
211258,10761,306.1557,28-04-2020
211256,10762,67.8699,28-04-2020
140682,10763,101.8899,28-04-2020
211238,10764,408.2157,28-04-2020
211250,10765,85.0257,28-04-2020
211243,10766,315.657,28-04-2020
211248,10767,255.1257,28-04-2020
211232,10768,169.7598,28-04-2020
211241,10769,374.0256,28-04-2020
188670,10770,522.2799,28-04-2020
194043,10771,275.6349,28-04-2020
184319,10772,790.4547,28-04-2020
198719,10773,288.9999,28-04-2020
211221,10774,315.657,28-04-2020
208363,10775,67.6998,28-04-2020
211239,10776,275.6349,28-04-2020
